items	name	Clade	Family	Order	common_name	threat_to_humans	IUCN	IUCN_abr	fisheries	aquaculture	gamefish	bait	aquarium	env_milieu!freshwater	env_milieu!brackish	env_milieu!marine	env_zone	env_migration	env_depth_range_min	env_depth_range_max	dh_range	max_published_weight	max_reported_age	fao_status	Africa_Inland_Waters	North_America_Inland_waters	South_America_Inland_waters	Asia_Inland_waters	Europe_Inland_waters	Oceania_Inland_waters	Antarctica_Inland_waters	Arctic_Ocean	Atlantic_Antarctic	Atlantic_Eastern_Central	Atlantic_Northeast	Atlantic_Northwest	Atlantic_Southeast	Atlantic_Southwest	Atlantic_Western_Central	Indian_Ocean_Antarctic	Indian_Ocean_Eastern	Indian_Ocean_Western	Mediterranean_and_Black_Sea	Pacific_Antarctic	Pacific_Eastern_Central	Pacific_Northeast	Pacific_Northwest	Pacific_Southeast	Pacific_Southwest	Pacific_Western_Central
Eviota_prasites_E01044	Eviota_prasites_E01044	Clade38c	Gobiidae	Gobiiformes	Hairfin dwarfgoby	Harmless	Least Concern	LC						0	0	1	reef-associated		1	30	Tropical	0	0	native																	yes				yes		yes			yes
Eviota_saipanensis_E00714	Eviota_saipanensis_E00714	Clade38c	Gobiidae	Gobiiformes	Saipan dwarfgoby	Harmless	Least Concern	LC						0	0	1	reef-associated		0	0	Tropical	0	0	native																					yes		yes			yes
Evorthodus_lyricus_E00171	Evorthodus_lyricus_E00171	Clade38c	Gobiidae	Gobiiformes	Lyre goby	Harmless	Least Concern	LC						1	1	1	demersal	amphidromous	0	0	Subtropical	0	0	native			yes									yes		yes	yes											
Evoxymetopon_taeniatus_E00650	Evoxymetopon_taeniatus_E00650	Clade36	Trichiuridae	Scombriformes	Channel scabbardfish	Harmless	Least Concern	LC	subsistence fisheries					0	0	1	benthopelagic		0	200	Deep-water	1.7	0	native														yes	yes								yes			yes
Exocoetus_monocirrhus_E00403	Exocoetus_monocirrhus_E00403	Clade41	Exocoetidae	Beloniformes	Barbel flyingfish	Harmless	Not Evaluated	NE	minor commercial					0	0	1	pelagic-oceanic	oceanodromous	0	20	Tropical	0	0	native													yes				yes	yes			yes		yes	yes		yes
Exodon_paradoxus_P1_A03_RG82	Exodon_paradoxus_P1_A03_RG82	Clade12b	Characidae	Characiformes	Bucktooth tetra	Harmless	Not Evaluated	NE					commercial	1	0	0	pelagic		0	0	Tropical	0	0	endemic			yes																							
Exoglossum_maxillingua_I2561-CKR0949	Exoglossum_maxillingua_I2561-CKR0949	Clade11d	Leuciscidae	Cypriniformes	Cutlips minnow	Harmless	Least Concern	LC						1	0	0	demersal		0	0	Temperate	0	2	endemic		yes																								
Farlowella_amazona_P02_H08_RG85	Farlowella_amazona_P02_H08_RG85	Clade14a	Loricariidae	Siluriformes		Harmless	Not Evaluated	NE						1	0	0	demersal		0	0	Tropical	0	0																											
Festucalex_wassi	Festucalex_wassi	Clade37	Syngnathidae	Syngnathiformes	Wass’ pipefish	Harmless	Data deficient	DD						0	0	1	demersal		2	50	Tropical	0	0	native																					yes					yes
Fistularia_commersonii	Fistularia_commersonii	Clade37	Fistulariidae	Syngnathiformes	Bluespotted cornetfish	Harmless	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated		0	132	Tropical	0	0	native													yes		yes		yes	yes	yes		yes		yes	yes	yes	yes
Fistularia_corneta	Fistularia_corneta	Clade37	Fistulariidae	Syngnathiformes	Pacific cornetfish	Harmless	Least Concern	LC	subsistence fisheries					0	0	1	pelagic-neritic		0	0	Tropical	0	0	native																					yes			yes		
Fistularia_petimba	Fistularia_petimba	Clade37	Fistulariidae	Syngnathiformes	Red cornetfish	Harmless	Least Concern	LC	subsistence fisheries					0	1	1	reef-associated		10	200	Tropical	4.7	0	native										yes		yes	yes	yes	yes		yes	yes	yes		yes		yes			yes
Fistularia_tabacaria	Fistularia_tabacaria	Clade37	Fistulariidae	Syngnathiformes	Cornetfish	Harmless	Least Concern	LC	minor commercial					0	1	1	reef-associated		0	200	Tropical	0.27901	0	native										yes		yes	yes	yes	yes											
Floridichthys_carpio_E01063	Floridichthys_carpio_E01063	Clade41	Cyprinodontidae	Cyprinodontiformes	Goldspotted killifish	Harmless	Least Concern	LC					commercial	0	1	1	benthopelagic	non-migratory	0	0	Subtropical	0	0	endemic															yes											
Foetorepus_agassizii	Foetorepus_agassizii	Clade37	Callionymidae	Syngnathiformes	Spotfin dragonet	Harmless	Least Concern	LC						0	0	1	bathydemersal		48	700	Deep-water	0	0	native												yes		yes	yes											
Foetorepus_altivelis	Foetorepus_altivelis	Clade37	Callionymidae	Syngnathiformes	Highfin bigeye dragonet	Harmless	Not Evaluated	NE	commercial					0	1	1	demersal		70	600	Deep-water	0	0																											
Forcipiger_flavissimus_E00562	Forcipiger_flavissimus_E00562	Clade42	Chaetodontidae	Chaetodontiformes	Longnose butterfly fish	Harmless	Least Concern	LC	of no interest				commercial	0	0	1	reef-associated	non-migratory	2	145	Tropical	0	18	native																	yes	yes			yes		yes	yes	yes	yes
Fowleria_aurita_E01090	Fowleria_aurita_E01090	Clade38a	Apogonidae	Kurtiformes	Crosseyed cardinalfish	Harmless	Not Evaluated	NE						0	0	1	reef-associated		1	37	Tropical	0	0	native																	yes	yes			yes		yes		yes	yes
Fowlerichthys_radiosus_E01124	Fowlerichthys_radiosus_E01124	Clade42	Antennariidae	Lophiiformes	Singlespot frogfish	Harmless	Least Concern	LC	subsistence fisheries					0	0	1	demersal		20	275	Subtropical	0	0	native										yes		yes			yes											
Fundulus_blairae_E00130	Fundulus_blairae_E00130	Clade41	Fundulidae	Cyprinodontiformes	Western starhead topminnow	Harmless	Least Concern	LC						1	0	0	benthopelagic	non-migratory	0	0	Subtropical	0	0	endemic		yes																								
Fundulus_chrysotus_E00186	Fundulus_chrysotus_E00186	Clade41	Fundulidae	Cyprinodontiformes	Golden topminnow	Harmless	Least Concern	LC					commercial	1	0	0	benthopelagic	non-migratory	0	0	Subtropical	0	0	endemic		yes																								
Fundulus_heteroclitus_G01293	Fundulus_heteroclitus_G01293	Clade41	Fundulidae	Cyprinodontiformes	Mummichog	Harmless	Least Concern	LC					commercial	1	1	1	benthopelagic	non-migratory	0	0	Temperate	0	4	native		yes		yes	yes	yes					yes	yes			yes											
Fundulus_parvipinnis_E00389	Fundulus_parvipinnis_E00389	Clade41	Fundulidae	Cyprinodontiformes	California killifish	Harmless	Least Concern	LC					commercial	0	1	1	benthopelagic	non-migratory	0	0	Subtropical	0	3	endemic																					yes					
Fusigobius_duospilus_E00863	Fusigobius_duospilus_E00863	Clade38c	Gobiidae	Gobiiformes	Barenape goby	Harmless	Least Concern	LC						0	0	1	reef-associated		1	46	Tropical	0	0	native																	yes	yes			yes		yes			yes
Fusigobius_inframaculatus_E01076	Fusigobius_inframaculatus_E01076	Clade38c	Gobiidae	Gobiiformes	Innerspotted sandgoby	Harmless	Not Evaluated	NE						0	0	1	demersal		2	30	Tropical	0	0	native																		yes			yes		yes			yes
Fusigobius_neophytus_E00733	Fusigobius_neophytus_E00733	Clade38c	Gobiidae	Gobiiformes	Common fusegoby	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		0	25	Tropical	0	0	native																	yes	yes			yes		yes		yes	yes
Gadomus_dispar_E00455	Gadomus_dispar_E00455	Clade29	Bathygadidae	Gadiformes		Harmless	Least Concern	LC						0	0	1	bathydemersal		550	1105	Deep-water	0	0	native										yes	yes				yes											
Gadopsis_marmoratus_E01144	Gadopsis_marmoratus_E01144	Clade42	Percichthyidae	Centrarchiformes	River blackfish	Harmless	Not Evaluated	NE	subsistence fisheries		yes		public aquariums	1	0	0	benthopelagic		0	0	Temperate	0	0	endemic						yes																				
Gadus_chalcogrammus_E00434	Gadus_chalcogrammus_E00434	Clade29	Gadidae	Gadiformes	Alaska pollock	Harmless	Not Evaluated	NE	highly commercial					0	1	1	benthopelagic	non-migratory	0	1280	Polar	3.9	28	native								yes													yes	yes	yes			
Gadus_morhua_E00375	Gadus_morhua_E00375	Clade29	Gadidae	Gadiformes	Atlantic cod	Harmless	Vulnerable	VU	highly commercial	commercial	yes			0	1	1	benthopelagic	oceanodromous	0	600	Temperate	96	25	native	yes										yes	yes		yes	yes				yes							
Gadus_ogac_E00470	Gadus_ogac_E00470	Clade29	Gadidae	Gadiformes	Pacific cod	Harmless	Not Evaluated	NE	highly commercial		yes			0	1	1	demersal	oceanodromous	10	1280	Boreal	22.7	25																											
Gagata_cenia_P02_G03_RG22	Gagata_cenia_P02_G03_RG22	Clade14c	Sisoridae	Siluriformes	Indian gagata	Harmless	Least Concern	LC	commercial					1	1	0	demersal		0	0	Tropical	0	0	endemic				yes																						
Gaidropsarus_argentatus_E00478	Gaidropsarus_argentatus_E00478	Clade29	Gaidropsaridae	Gadiformes	Arctic rockling	Harmless	Not Evaluated	NE	commercial					0	0	1	bathydemersal	non-migratory	150	2260	Boreal	0	0	native											yes	yes														
Gaidropsarus_ensis_E00784	Gaidropsarus_ensis_E00784	Clade29	Gaidropsaridae	Gadiformes	Threadfin rockling	Harmless	Not Evaluated	NE	of no interest					0	0	1	benthopelagic		0	2000	Boreal	0	0	native											yes	yes														
Galaxias_maculatus_G01294	Galaxias_maculatus_G01294	Clade17	Galaxiidae	Galaxiiformes	Inanga	Harmless	Least Concern	LC	commercial		yes	usually		1	1	1	benthopelagic	catadromous	0	0	Temperate	0	0	native			yes			yes											yes								yes	yes
Galaxiella_nigrostriata_G01295	Galaxiella_nigrostriata_G01295	Clade17	Galaxiidae	Galaxiiformes	Blackstriped dwarf galaxias	Harmless	Lower Risk: near threatened	LR/nt						1	0	0	demersal		0	0	Temperate	0	1	endemic						yes																				
Gambusia_affinis_G01296	Gambusia_affinis_G01296	Clade41	Poeciliidae	Cyprinodontiformes	Mosquitofish	Potential pest	Least Concern	LC	minor commercial				commercial	1	1	0	benthopelagic	potamodromous	0	0	Subtropical	0	3	introduced	yes	yes	yes	yes	yes	yes																	yes			
Garra_flavatra_I2607-32	Garra_flavatra_I2607-32	Clade11d	Cyprinidae	Cypriniformes		Harmless	Vulnerable	VU					potential	1	0	0	benthopelagic		0	0	Tropical	0	0	endemic				yes																						
Garra_rufa_I2637-60	Garra_rufa_I2637-60	Clade11d	Cyprinidae	Cypriniformes	Red garra	Harmless	Least Concern	LC						1	0	0	benthopelagic	non-migratory	0	0	Subtropical	0	0	endemic				yes																						
Garra_waterloti_I2609-89	Garra_waterloti_I2609-89	Clade11d	Cyprinidae	Cypriniformes		Harmless	Least Concern	LC	of no interest					1	0	0	benthopelagic		0	0	Tropical	0.005	0	endemic	yes																									
Gasterosteus_aculeatus_E01012	Gasterosteus_aculeatus_E01012	Clade42	Gasterosteidae	Perciformes	Three-spined stickleback	Harmless	Least Concern	LC	minor commercial				public aquariums	1	1	1	benthopelagic	anadromous	0	100	Subtropical	0	8	native	yes	yes		yes	yes			yes			yes	yes			yes				yes		yes	yes	yes			
Gasterosteus_wheatlandi_N15128	Gasterosteus_wheatlandi_N15128	Clade42	Gasterosteidae	Perciformes	Blackspotted stickleback	Harmless	Least Concern	LC						0	1	1	benthopelagic		0	0	Temperate	0	1	endemic												yes														
Gastropsetta_frontalis_E00640	Gastropsetta_frontalis_E00640	Clade40	Paralichthyidae	Pleuronectiformes	Shrimp flounder	Harmless	Least Concern	LC						0	0	1	demersal		1	82	Subtropical	0	0	native												yes			yes											
Gazza_minuta_G01298	Gazza_minuta_G01298	Clade42	Leiognathidae	Chaetodontiformes	Toothpony	Harmless	Least Concern	LC	commercial					0	1	1	demersal		10	110	Tropical	0	0	native				yes									yes				yes	yes			yes		yes			yes
Gempylus_serpens_E00693	Gempylus_serpens_E00693	Clade36	Gempylidae	Scombriformes	Snake mackerel	Harmless	Least Concern	LC	minor commercial			occasionally		0	0	1	pelagic-oceanic	oceanodromous	0	600	Deep-water	0	0	native										yes	yes		yes	yes	yes		yes	yes			yes		yes	yes	yes	yes
Genyonemus_lineatus_E00138	Genyonemus_lineatus_E00138	Clade42	Sciaenidae	Incertae sedis in Eupercaria	White croaker	Harmless	Near Threatened	NT	minor commercial		yes			0	0	1	benthopelagic		0	183	Subtropical	0	15	native																					yes	yes				
Genypterus_blacodes_E00241	Genypterus_blacodes_E00241	Clade34b	Ophidiidae	Ophidiiformes	Pink cusk-eel	Harmless	Not Evaluated	NE	highly commercial					0	0	1	bathydemersal	oceanodromous	22	1000	Deep-water	25	30	native														yes			yes							yes	yes	
Gephyroberyx_darwinii_E00649	Gephyroberyx_darwinii_E00649	Clade31	Trachichthyidae	Trachichthyiformes	Darwins slimehead	Harmless	Least Concern	LC	commercial					0	0	1	benthopelagic		9	1210	Subtropical	0	0	native										yes		yes	yes	yes	yes		yes	yes	yes				yes		yes	yes
Gerres_cinereus_E00292	Gerres_cinereus_E00292	Clade42	Gerreidae	Gerreiformes	Yellow fin mojarra	Reports of ciguatera poisoning	Least Concern	LC	minor commercial			occasionally		1	1	1	reef-associated	amphidromous	1	15	Subtropical	0.53	0	native		yes	yes											yes	yes											
Gerres_longirostris_E00835	Gerres_longirostris_E00835	Clade42	Gerreidae	Gerreiformes	Strongspine silver-biddy	Harmless	Least Concern	LC	commercial					1	1	1	reef-associated	amphidromous	0	50	Tropical	0	0	native													yes				yes	yes			yes		yes			yes
Gerres_oyena_E00823	Gerres_oyena_E00823	Clade42	Gerreidae	Gerreiformes	Common silver-biddy	Harmless	Least Concern	LC	commercial					0	1	1	reef-associated		0	20	Tropical	0	0	native																	yes	yes			yes		yes			yes
Gibbonsia_metzi_N09738	Gibbonsia_metzi_N09738	Clade41	Clinidae	Blenniiformes	Striped kelpfish	Harmless	Least Concern	LC					commercial	0	0	1	demersal		0	9	Subtropical	0	0	native																					yes	yes				
Gigantactis_ios_E01053	Gigantactis_ios_E01053	Clade42	Gigantactinidae	Lophiiformes		Harmless	Least Concern	LC						0	0	1	bathypelagic		1005	1360	Deep-water	0	0	endemic										yes																
Gigantactis_sp_N34852	Gigantactis_sp_N34852	Clade42	Gigantactinidae	Lophiiformes										0	0	0			0	0		0	0																											
Gigantactis_vanhoeffeni_E00177	Gigantactis_vanhoeffeni_E00177	Clade42	Gigantactinidae	Lophiiformes		Harmless	Data deficient	DD						0	0	1	bathypelagic		300	5300	Deep-water	0	0	native											yes	yes	yes	yes	yes						yes		yes	yes	yes	yes
Gigantura_chuni_E00818	Gigantura_chuni_E00818	Clade23	Giganturidae	Aulopiformes	Gigantura	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic		0	0	Deep-water	0	0	native										yes			yes		yes		yes	yes			yes					yes
Gigantura_indica_E00658	Gigantura_indica_E00658	Clade23	Giganturidae	Aulopiformes	Telescopefish	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic		17	2100	Deep-water	0	0	native										yes			yes		yes		yes	yes			yes			yes	yes	yes
Gila_nigrescens_I2707-188	Gila_nigrescens_I2707-188	Clade11d	Leuciscidae	Cypriniformes	Chihuahua chub	Harmless	Vulnerable	VU						1	0	0	benthopelagic		0	0	Subtropical	0	0	endemic		yes																								
Gillellus_semicinctus_G01299	Gillellus_semicinctus_G01299	Clade41	Dactyloscopidae	Blenniiformes	Half-banded stargazer	Harmless	Least Concern	LC						0	0	1	demersal		5	140	Tropical	0	0	native																					yes			yes		
Girella_nigricans_mezina_E00197	Girella_nigricans_mezina_E00197	Clade42	Girellidae	Centrarchiformes	Opaleye	Harmless	Least Concern	LC	commercial		yes			0	0	1	benthopelagic	non-migratory	2	30	Subtropical	0	10	endemic																					yes					
Glandulocauda_melanopleura_P3_H08_RG60	Glandulocauda_melanopleura_P3_H08_RG60	Clade12b	Characidae	Characiformes		Harmless	Not Evaluated	NE						1	0	0	benthopelagic		0	0	Tropical	0	0	endemic			yes																							
Glanidium_leopardum_P02_C02_RG67	Glanidium_leopardum_P02_C02_RG67	Clade14c	Auchenipteridae	Siluriformes		Harmless	Not Evaluated	NE						1	0	0	demersal		0	0	Tropical	0	0	endemic			yes																							
Glaucosoma_buergeri_N15231	Glaucosoma_buergeri_N15231	Clade42	Glaucosomatidae	Pempheriformes	Deepsea jewfish	Harmless	Not Evaluated	NE	minor commercial					0	0	1	benthopelagic		0	146	Tropical	2.5	0	native																	yes						yes			yes
Glaucosoma_hebraicum_G01300	Glaucosoma_hebraicum_G01300	Clade42	Glaucosomatidae	Pempheriformes	West Australian dhufish	Harmless	Not Evaluated	NE	commercial		yes			0	0	1	reef-associated	non-migratory	1	200	Subtropical	26	0	endemic																	yes									
Glyptocephalus_zachirus_E00416	Glyptocephalus_zachirus_E00416	Clade40	Pleuronectidae	Pleuronectiformes	Rex sole	Harmless	Not Evaluated	NE	commercial					0	0	1	demersal		0	900	Temperate	2	27	native																					yes	yes	yes			
Gnathanodon_speciosus_E00938	Gnathanodon_speciosus_E00938	Clade40	Carangidae	Carangiformes	Golden trevally	Harmless	Least Concern	LC	minor commercial	commercial	yes		commercial	0	0	1	reef-associated		0	80	Tropical	15	0	native																	yes	yes			yes		yes	yes	yes	yes
Gnatholepis_anjerensis_E01075	Gnatholepis_anjerensis_E01075	Clade38c	Gobiidae	Gobiiformes	Eye-bar goby	Harmless	Least Concern	LC	minor commercial					0	1	1	reef-associated		1	46	Tropical	0	0	native																	yes	yes			yes		yes		yes	yes
Gnatholepis_cauerensis_E00099	Gnatholepis_cauerensis_E00099	Clade38c	Gobiidae	Gobiiformes	Eyebar goby	Harmless	Least Concern	LC					commercial	0	1	1	reef-associated		2	50	Tropical	0	0	native																	yes	yes			yes		yes			yes
Gnathonemus_petersii_G01301	Gnathonemus_petersii_G01301	Clade07b	Mormyridae	Osteoglossiformes	Elephantnose fish	Harmless	Least Concern	LC	subsistence fisheries				commercial	1	0	0	demersal		0	0	Tropical	0	0	endemic	yes																									
Gnathopogon_strigatus_I2623-123	Gnathopogon_strigatus_I2623-123	Clade11d	Gobionidae	Cypriniformes	Manchurian gudgeon	Harmless	Not Evaluated	NE						1	0	0	benthopelagic		0	0	Temperate	0	0	endemic				yes																						
Gobiesox_maeandricus_G01302	Gobiesox_maeandricus_G01302	Clade41	Gobiesocidae	Gobiesociformes	Northern clingfish	Harmless	Not Evaluated	NE					public aquariums	0	0	1	demersal		0	8	Subtropical	0	0	native																					yes	yes				
Gobio_gobio_I2697-176	Gobio_gobio_I2697-176	Clade11d	Gobionidae	Cypriniformes	Gudgeon	Harmless	Least Concern	LC	commercial			usually	commercial	1	1	0	benthopelagic	potamodromous	0	0	Temperate	0.22	8	introduced	yes			yes	yes																					
Gobiodon_quinquestrigatus_E01085	Gobiodon_quinquestrigatus_E01085	Clade38c	Gobiidae	Gobiiformes	Five-lined coral goby	Harmless	Not Evaluated	NE						0	0	1	reef-associated		0	70	Tropical	0	0	native																	yes				yes		yes			yes
Gobionotothen_gibberifrons_G01529	Gobionotothen_gibberifrons_G01529	Clade42	Nototheniidae	Perciformes	Humped rockcod	Harmless	Not Evaluated	NE	minor commercial					0	0	1	demersal		6	429	Polar	0	0	native									yes							yes										
Gobiosoma_bosc_E00097	Gobiosoma_bosc_E00097	Clade38c	Gobiidae	Gobiiformes	Naked goby	Harmless	Least Concern	LC						0	1	1	demersal		0	0	Tropical	0	0	native												yes			yes											
Gogangra_viridescens_P02_D04_RG91	Gogangra_viridescens_P02_D04_RG91	Clade14c	Sisoridae	Siluriformes		Harmless	Least Concern	LC	commercial					1	0	0	demersal	potamodromous	0	0	Tropical	0	0	endemic				yes																						
Gomphosus_varius_E00085	Gomphosus_varius_E00085	Clade42	Labridae	Labriformes	Bird wrasse	Harmless	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated		1	35	Tropical	0	0	native																	yes	yes			yes		yes		yes	yes
Gonorynchus_abbreviatus_M17025	Gonorynchus_abbreviatus_M17025	Clade10	Gonorynchidae	Gonorynchiformes		Harmless	Not Evaluated	NE						0	0	1	demersal		50	100	Subtropical	0	0	endemic																							yes			
Gonorynchus_forsteri_G01305	Gonorynchus_forsteri_G01305	Clade10	Gonorynchidae	Gonorynchiformes		Harmless	Not Evaluated	NE						0	0	1	demersal	oceanodromous	104	1233	Subtropical	0	0	native																	yes							yes	yes	yes
Gonorynchus_greyi_G01306	Gonorynchus_greyi_G01306	Clade10	Gonorynchidae	Gonorynchiformes		Harmless	Not Evaluated	NE	of potential interest					0	1	1	demersal		1	160	Subtropical	0	0	native																	yes							yes	yes	yes
Gonostoma_elongatum_E00679	Gonostoma_elongatum_E00679	Clade21	Gonostomatidae	Stomiatiformes	Elongated bristlemouth fish	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic		25	4740	Deep-water	0	0																											
Gramma_loreto_E00280	Gramma_loreto_E00280	Clade41	Grammatidae	Incertae sedis in Ovalentaria	Royal gramma	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		1	60	Tropical	0	0	endemic															yes											
